transaction_id,timestamp,sender_id,receiver_id,amount,category,is_fraud,typology,case_id
9f1d8fea,2024-01-08 11:17:45.029390,ACC49274,ACC79755,201.41,bills,0,normal,TX_001680
f22da137,2024-01-08 11:18:38.574825,ACC20069,ACC73733,199.78,retail,0,normal,TX_001968
5138b3e4,2024-01-08 11:23:27.783171,ACC31113,ACC95303,245.41,retail,0,normal,TX_006503
854bf884,2024-01-08 11:35:17.401232,ACC49574,ACC69967,84.8,bills,0,normal,TX_007110
e56c14c6,2024-01-08 11:40:36.811937,ACC21142,ACC45500,6627.46,payroll,0,normal,TX_005973
66d1e044,2024-01-08 11:43:13.404818,ACC62171,ACC46528,112.4,bills,0,normal,TX_000126
cd9ed54d,2024-01-08 11:53:38.012350,ACC69270,ACC82105,6386.13,payroll,0,normal,TX_000329
4917a47b,2024-01-08 11:53:49.100054,ACC28141,ACC86304,5768.73,payroll,0,normal,TX_000610
4c6ef338,2024-01-08 11:56:47.124475,ACC69159,ACC17706,257.2,bills,0,normal,TX_003151
4aee41cf,2024-01-08 12:02:05.297432,ACC80419,ACC84538,509.12,bills,0,normal,TX_003760
a656a859,2024-01-08 12:05:49.279478,ACC10905,ACC96066,240.64,retail,0,normal,TX_001218
95249f88,2024-01-08 12:06:06.746480,ACC80504,ACC85352,896.68,p2p,0,normal,TX_000534
8ba256e7,2024-01-08 12:09:24.413188,ACC27810,ACC86069,75.83,bills,0,normal,TX_002444
c32b7e90,2024-01-08 12:15:53.603052,ACC80697,ACC89129,5273.98,payroll,0,normal,TX_000001
9215d837,2024-01-08 12:18:59.598080,ACC83845,ACC65306,5705.18,payroll,0,normal,TX_005325
874c805a,2024-01-08 12:26:08.960881,ACC78012,ACC20336,1277.41,p2p,0,normal,TX_000137
46171c8a,2024-01-08 12:38:12.076662,ACC53902,ACC24033,6586.14,payroll,0,normal,TX_006298
424ec133,2024-01-08 12:47:20.426918,ACC50695,ACC49293,384.79,bills,0,normal,TX_006147
ad7866ae,2024-01-08 12:55:57.214055,ACC94362,ACC33594,161.07,retail,0,normal,TX_005903
505c9beb,2024-01-08 13:01:38.936001,ACC72409,ACC44760,45.63,retail,0,normal,TX_002660
464ed4a3,2024-01-08 13:09:02.805318,ACC78078,ACC19999,331.86,p2p,0,normal,TX_004016
c88b2e57,2024-01-08 13:12:03.902320,ACC95831,ACC99591,1513.51,p2p,0,normal,TX_001881
3a26ca1f,2024-01-08 13:18:08.487591,ACC70946,ACC13989,992.65,p2p,0,normal,TX_004921
08ab4110,2024-01-08 13:27:25.816555,ACC40465,ACC70889,636.68,p2p,0,normal,TX_001548
f33da8c4,2024-01-08 13:49:32.519560,ACC29181,ACC19443,581.58,bills,0,normal,TX_001998
0a85e6da,2024-01-08 13:56:14.917874,ACC41614,ACC18664,6083.59,payroll,0,normal,TX_003375
6b660c6d,2024-01-08 14:03:10.845789,ACC24322,ACC37365,6834.8,payroll,0,normal,TX_004283
632138f8,2024-01-08 14:03:39.233641,ACC99252,ACC68630,5512.43,payroll,0,normal,TX_004024
bd821c81,2024-01-08 14:06:49.190484,ACC15960,ACC90181,5650.87,payroll,0,normal,TX_002759
dc2750d8,2024-01-08 14:12:21.008696,ACC44687,ACC77024,275.39,bills,0,normal,TX_001357
51fcc559,2024-01-08 14:15:05.897339,ACC45182,ACC66179,580.58,bills,0,normal,TX_003540
248ee2be,2024-01-08 14:16:10.054703,ACC37299,ACC49836,254.97,bills,0,normal,TX_003635
f0acfc94,2024-01-08 14:17:42.656904,ACC14728,ACC27001,389.58,retail,0,normal,TX_004677
e5402a1f,2024-01-08 14:18:25.559501,ACC80210,ACC16385,67.66,retail,0,normal,TX_001966
1d408430,2024-01-08 14:19:49.680337,ACC65297,ACC96204,6315.18,payroll,0,normal,TX_007413
aa05a50a,2024-01-08 14:21:33.631525,ACC82847,ACC76903,57.67,bills,0,normal,TX_002568
79fe06d7,2024-01-08 14:23:52.507505,ACC37946,ACC21834,369.28,retail,0,normal,TX_003822
0f244b37,2024-01-08 14:24:06.235194,ACC34217,ACC34151,26673.89,mortgage,0,normal,TX_000742
dfabcd6b,2024-01-08 14:27:40.635537,ACC54014,ACC78136,418.19,bills,0,normal,TX_006934
8eda2b1e,2024-01-08 14:29:42.978836,ACC22280,ACC63367,5591.12,payroll,0,normal,TX_002591
71bc9372,2024-01-08 14:32:47.503478,ACC81527,ACC73765,234.79,retail,0,normal,TX_001396
b9fa4749,2024-01-08 14:37:11.557766,ACC74464,ACC44078,881.78,p2p,0,normal,TX_005648
4c0c2f79,2024-01-08 14:42:16.347858,ACC63964,ACC48277,324.86,p2p,0,normal,TX_002651
3d998dc9,2024-01-08 14:42:17.769584,ACC44675,ACC97224,9249.91,retail,0,normal,TX_008046
fdc27188,2024-01-08 14:56:37.732356,ACC54512,ACC26884,11253.37,tuition,0,normal,TX_003855
ec65cd8a,2024-01-08 14:58:17.363403,ACC83147,ACC41397,329.48,retail,0,normal,TX_005432
d43d6220,2024-01-08 15:00:22.269319,ACC26739,ACC51997,18.26,retail,0,normal,TX_006444
2fbdb99a,2024-01-08 15:03:07.882442,ACC11212,ACC10188,146.44,retail,0,normal,TX_004218
e97ce720,2024-01-08 15:05:59.104567,ACC35726,ACC39884,512.78,bills,0,normal,TX_004705
f97121a6,2024-01-08 15:10:50.217487,ACC93967,ACC46913,154.32,p2p,0,normal,TX_000675
bb6eab68,2024-01-08 15:15:10.729038,ACC85513,ACC99593,21019.6,tuition,0,normal,TX_000516
c91d7ab6,2024-01-08 15:15:39.794873,ACC84890,ACC59034,51.53,retail,0,normal,TX_001064
64434d36,2024-01-08 15:15:42.649847,ACC73372,ACC13478,8662.4,retail,0,normal,TX_008102
8cff010a,2024-01-08 15:21:19.148891,ACC13447,ACC93960,5288.09,payroll,0,normal,TX_005459
21ec850e,2024-01-08 15:21:52.795500,ACC82428,ACC60534,46258.43,business,0,normal,TX_005561
d6ccaece,2024-01-08 15:31:06.109517,ACC55712,ACC68846,13.38,retail,0,normal,TX_004569
89d67abb,2024-01-08 15:31:08.189709,ACC78319,ACC57819,9167.7,tuition,0,normal,TX_002865
4ee1b538,2024-01-08 15:42:23.309456,ACC29876,ACC84473,458.87,retail,0,normal,TX_002048
9a5e0269,2024-01-08 15:50:26.604327,ACC75015,ACC16891,6473.27,payroll,0,normal,TX_006127
6f9a70a7,2024-01-08 15:51:17.560456,ACC89593,ACC56255,62.19,retail,0,normal,TX_003287
1f75bb3d,2024-01-08 15:51:33.254026,ACC14773,ACC24073,15384.68,tuition,0,normal,TX_004780
37cc1326,2024-01-08 15:54:24.104905,ACC86350,ACC35722,428.97,bills,0,normal,TX_005225
25f9bacb,2024-01-08 16:04:47.712207,ACC67854,ACC49074,1168.59,p2p,0,normal,TX_005622
0a7973a9,2024-01-08 16:06:45.936343,ACC63478,ACC75016,37416.25,business,0,normal,TX_003634
48e22ca3,2024-01-08 16:08:19.967131,ACC25880,ACC87176,322.94,bills,0,normal,TX_006869
21df1920,2024-01-08 16:11:17.954865,ACC72578,ACC77519,489.98,retail,0,normal,TX_007217
3117737f,2024-01-08 16:18:34.262198,ACC58241,ACC65597,317.19,retail,0,normal,TX_006884
cf97821d,2024-01-08 17:00:18.086193,ACC88127,ACC58380,19217.61,tuition,0,normal,TX_005729
d17651d7,2024-01-08 17:05:24.466291,ACC44769,ACC92264,7449.71,payroll,0,normal,TX_004294
e3cd376c,2024-01-08 17:05:58.841285,ACC10723,ACC41369,5290.51,payroll,0,normal,TX_006738
5a537856,2024-01-08 17:07:14.718617,ACC73370,ACC61876,143.98,retail,0,normal,TX_004963
f758cf86,2024-01-08 17:09:07.297743,ACC70515,ACC47871,6717.16,payroll,0,normal,TX_005463
ad9bf942,2024-01-08 17:09:47.353426,ACC64346,ACC89130,175.04,retail,0,normal,TX_004526
0a376321,2024-01-08 17:11:38.471342,ACC89701,ACC83792,6861.96,payroll,0,normal,TX_006477
8ef38063,2024-01-08 17:13:37.815396,ACC22379,ACC59469,9028.82,retail,0,normal,TX_008027
7f35fb2c,2024-01-08 17:14:10.877826,ACC57107,ACC68557,8379.74,retail,0,normal,TX_008077
de161404,2024-01-08 17:18:32.460123,ACC85541,ACC37659,423.92,p2p,0,normal,TX_006999
7ec84c84,2024-01-08 17:18:56.417735,ACC66805,ACC78045,488.37,retail,0,normal,TX_005890
a19d104e,2024-01-08 17:19:10.233215,ACC46472,ACC27880,57.61,bills,0,normal,TX_005251
cc89dcf3,2024-01-08 17:24:10.217240,ACC39171,ACC65847,6815.0,payroll,0,normal,TX_004190
b6a16ee7,2024-01-08 17:37:10.498626,ACC23434,ACC63562,8092.98,tuition,0,normal,TX_000517
59a8e4d2,2024-01-08 17:38:08.972825,ACC81200,ACC13954,1937.7,p2p,0,normal,TX_005303
79d8131c,2024-01-08 17:38:20.702860,ACC12579,ACC91225,9552.72,retail,0,normal,TX_008114
e556ef02,2024-01-08 17:38:32.342645,ACC29536,ACC87352,6544.69,payroll,0,normal,TX_001618
a20d5b2d,2024-01-08 17:49:49.022084,ACC41525,ACC14265,486.06,p2p,0,normal,TX_004437
79bcb91d,2024-01-08 17:59:41.912114,ACC57614,ACC22156,299.76,bills,0,normal,TX_002820
1aeef0dd,2024-01-08 18:12:08.182242,ACC71646,ACC15872,118.53,bills,0,normal,TX_003771
81e02b18,2024-01-08 18:13:44.537964,ACC87180,ACC25455,484.76,bills,0,normal,TX_002415
41c3a7ab,2024-01-08 18:21:39.328846,ACC76036,ACC78822,22492.08,tuition,0,normal,TX_001246
5bbd47b0,2024-01-08 18:22:26.846795,ACC30028,ACC29725,461.32,p2p,0,normal,TX_001708
630190b9,2024-01-08 18:36:26.481654,ACC18875,ACC39273,168.57,retail,0,normal,TX_005405
415dc581,2024-01-08 18:42:31.407862,ACC20252,ACC89174,1353.35,p2p,0,normal,TX_000941
d4fe7ebe,2024-01-08 18:44:14.032674,ACC27083,ACC13544,46.73,retail,0,normal,TX_002368
68cb3cea,2024-01-08 18:52:59.950480,ACC31233,ACC53559,463.46,bills,0,normal,TX_003009
db178d89,2024-01-08 18:53:55.503643,ACC60125,ACC69754,34987.18,business,0,normal,TX_002987
f0db8287,2024-01-08 18:58:30.495221,ACC10647,ACC16880,394.62,retail,0,normal,TX_001371
1672db65,2024-01-08 18:59:23.759825,ACC22280,ACC40843,179.96,retail,0,normal,TX_003016
39b1081b,2024-01-08 19:09:27.703479,ACC85295,ACC73322,181.23,retail,0,normal,TX_007215
bbdda6ed,2024-01-08 19:13:35.194656,ACC88971,ACC86437,22377.15,tuition,0,normal,TX_004186
62119140,2024-01-08 19:16:55.321783,ACC22196,ACC68824,8750.43,retail,0,normal,TX_008015
060e7edd,2024-01-08 19:19:40.632363,ACC60581,ACC63835,292.71,bills,0,normal,TX_003524
3fc2f0b9,2024-01-08 19:29:32.379795,ACC59823,ACC28585,163.5,retail,0,normal,TX_000915
ffda07d9,2024-01-08 19:29:48.009878,ACC16938,ACC48145,21970.94,mortgage,0,normal,TX_006402
3b8c95c8,2024-01-08 19:38:37.505174,ACC37886,ACC82298,541.69,bills,0,normal,TX_000493
fd3754c2,2024-01-08 19:43:03.990405,ACC52970,ACC96598,342.07,bills,0,normal,TX_001697
c71801c5,2024-01-08 19:45:26.492886,ACC39002,ACC12125,468.03,retail,0,normal,TX_000213
0dce5bc4,2024-01-08 19:45:47.122728,ACC69829,ACC17477,1921.8,p2p,0,normal,TX_004969
07460c8c,2024-01-08 19:58:15.681619,ACC84120,ACC30904,7550.89,business,0,normal,TX_006284
899eeb8b,2024-01-08 19:59:54.647485,ACC23257,ACC52665,274.87,bills,0,normal,TX_005720
41e8b4e2,2024-01-08 20:02:09.401469,ACC79552,ACC15615,597.53,bills,0,normal,TX_006855
3b405f4a,2024-01-08 20:28:45.145715,ACC60723,ACC25435,535.37,p2p,0,normal,TX_000127
6a5e0432,2024-01-08 20:29:50.226193,ACC91340,ACC49758,255.89,retail,0,normal,TX_004729
6d4a7002,2024-01-08 20:34:24.780112,ACC66876,ACC20248,105.62,retail,0,normal,TX_006331
8a0a0326,2024-01-08 20:35:07.086930,ACC69717,ACC78491,440.31,p2p,0,normal,TX_003105
13e704d2,2024-01-08 20:48:15.485479,ACC67364,ACC42271,99.32,bills,0,normal,TX_005273
1f5c02e4,2024-01-08 20:54:01.649218,ACC60205,ACC17691,521.05,bills,0,normal,TX_003120
bad3e450,2024-01-08 20:55:39.210669,ACC19643,ACC69929,5374.61,payroll,0,normal,TX_004176
e226b43d,2024-01-08 20:59:40.054009,ACC23176,ACC44722,61.35,retail,0,normal,TX_005727
68b097b2,2024-01-08 21:02:20.671549,ACC23182,ACC81037,432.5,retail,0,normal,TX_007122
20890599,2024-01-08 21:08:40.437860,ACC95413,ACC92967,161.38,bills,0,normal,TX_006149
77cba875,2024-01-08 21:11:48.755010,ACC88616,ACC18178,393.73,bills,0,normal,TX_006978
8966b471,2024-01-08 21:17:44.588720,ACC39413,ACC52033,285.3,retail,0,normal,TX_007214
b789d314,2024-01-08 21:24:16.093183,ACC97030,ACC29620,6686.65,payroll,0,normal,TX_006077
d4c4f959,2024-01-08 21:34:56.105640,ACC50924,ACC25559,456.23,retail,0,normal,TX_007038
be556f10,2024-01-08 21:35:16.440007,ACC59615,ACC71599,82.51,retail,0,normal,TX_005468
3687b74c,2024-01-08 21:39:12.295165,ACC77708,ACC46720,221.15,bills,0,normal,TX_003336
e802b96b,2024-01-08 21:50:34.318324,ACC25641,ACC13823,1687.45,p2p,0,normal,TX_002596
c4680324,2024-01-08 22:00:37.087918,ACC61057,ACC24662,237.51,retail,0,normal,TX_004219
c62a0f33,2024-01-08 22:03:24.167462,ACC44227,ACC88860,1936.87,p2p,0,normal,TX_004779
7cc9d728,2024-01-08 22:10:42.145402,ACC80206,ACC63856,6964.36,payroll,0,normal,TX_000376
6a0060fa,2024-01-08 22:14:24.515553,ACC46721,ACC24208,194.79,retail,0,normal,TX_003715
0d03551d,2024-01-08 22:16:36.892822,ACC82638,ACC20478,7106.05,payroll,0,normal,TX_005248
9771f4f4,2024-01-08 22:26:21.675282,ACC79309,ACC39962,593.38,bills,0,normal,TX_006116
6d4c3489,2024-01-08 22:37:30.677978,ACC81378,ACC31117,179.69,bills,0,normal,TX_006640
b18693ee,2024-01-08 22:42:08.797985,ACC71348,ACC21402,7046.64,payroll,0,normal,TX_006971
4a12badc,2024-01-08 22:46:59.522318,ACC23006,ACC85479,7974.88,payroll,0,normal,TX_005229
f7fbc8ff,2024-01-08 22:48:38.177944,ACC28894,ACC11833,446.14,retail,0,normal,TX_002890
3d72edc0,2024-01-08 22:48:49.948708,ACC56183,ACC94026,7545.53,payroll,0,normal,TX_006586
e2b2bea0,2024-01-08 22:50:24.451393,ACC32608,ACC20811,455.03,retail,0,normal,TX_005726
0c624621,2024-01-08 22:50:52.966927,ACC44675,ACC99575,462.43,bills,0,normal,TX_004808
209313f2,2024-01-08 22:54:42.018387,ACC46559,ACC47664,18379.41,business,0,normal,TX_000871
57e86f1c,2024-01-08 22:57:51.978019,ACC83630,ACC86534,5678.38,payroll,0,normal,TX_006034
5dc8abd2,2024-01-08 22:59:26.282155,ACC82628,ACC80795,17668.54,business,0,normal,TX_000361
30a3b9d6,2024-01-08 23:09:49.708583,ACC76809,ACC86672,317.07,retail,0,normal,TX_006587
1dc9a9cb,2024-01-08 23:10:12.767661,ACC57911,ACC83470,11124.01,business,0,normal,TX_004982
ed96cf81,2024-01-08 23:29:27.773451,ACC97272,ACC39080,1273.92,p2p,0,normal,TX_004367
4196a453,2024-01-08 23:32:51.909087,ACC98677,ACC83792,480.98,bills,0,normal,TX_002240
ffb7283a,2024-01-08 23:33:59.046554,ACC25691,ACC55093,5997.12,payroll,0,normal,TX_006837
ec96b0fa,2024-01-08 23:37:17.661966,ACC11823,ACC21164,35537.37,business,0,normal,TX_003028
c31db1e3,2024-01-08 23:38:43.330809,ACC16436,ACC84844,124.32,retail,0,normal,TX_002398
69b0e323,2024-01-08 23:42:18.379078,ACC78714,ACC19390,286.54,bills,0,normal,TX_000620
5e96f4b5,2024-01-08 23:46:35.356226,ACC21741,ACC32927,21566.11,mortgage,0,normal,TX_006827
aeaeb169,2024-01-09 00:04:15.737723,ACC81476,ACC28982,1789.71,p2p,0,normal,TX_002472
a4e25b34,2024-01-09 00:11:34.894295,ACC18444,ACC64059,588.35,p2p,0,normal,TX_000879
575f7fb2,2024-01-09 00:16:48.845435,ACC41671,ACC75661,7040.65,payroll,0,normal,TX_002560
0c4b9016,2024-01-09 00:24:28.534305,ACC25776,ACC93244,261.31,retail,0,normal,TX_006030
4f46c31a,2024-01-09 00:28:25.717466,ACC79003,ACC56457,6190.69,payroll,0,normal,TX_000222
5608ad15,2024-01-09 00:36:09.639609,ACC78006,ACC69087,93179.29,business,0,normal,TX_008172
95dc30a8,2024-01-09 00:43:20.992733,ACC70952,ACC93606,416.07,bills,0,normal,TX_006808
ee7a9a7a,2024-01-09 00:46:50.444588,ACC30275,ACC81426,21540.91,tuition,0,normal,TX_006426
3739e64c,2024-01-09 00:47:47.651619,ACC94453,ACC79745,17588.48,tuition,0,normal,TX_005215
8b507ad0,2024-01-09 00:48:56.606862,ACC59982,ACC32941,45705.14,business,0,normal,TX_002483
1d5a3490,2024-01-09 00:50:36.919653,ACC40311,ACC42200,318.01,bills,0,normal,TX_004266
6c2ea671,2024-01-09 00:52:48.053146,ACC76952,ACC69087,1095.35,p2p,0,normal,TX_000271
5fac1739,2024-01-09 00:56:29.479381,ACC86607,ACC26940,205.56,retail,0,normal,TX_005210
f79afd0d,2024-01-09 01:06:27.014296,ACC81197,ACC47873,1113.92,p2p,0,normal,TX_003025
caa8c4fb,2024-01-09 01:06:44.532067,ACC92754,ACC39389,142.91,retail,0,normal,TX_001991
d4837ef8,2024-01-09 01:09:13.172545,ACC11504,ACC59156,575.33,bills,0,normal,TX_004769
6c845949,2024-01-09 01:11:18.269655,ACC65731,ACC17160,366.81,retail,0,normal,TX_001530
a714613b,2024-01-09 01:17:00.876148,ACC69087,ACC99764,93179.29,business,0,normal,TX_008173
a7570cdd,2024-01-09 01:19:57.310889,ACC58351,ACC99373,286.48,bills,0,normal,TX_002277
5ecce911,2024-01-09 01:26:40.988251,ACC59457,ACC67954,5973.18,payroll,0,normal,TX_006362
d9705a05,2024-01-09 01:44:32.916582,ACC45011,ACC82033,235.15,bills,0,normal,TX_005924
a6bf3e22,2024-01-09 01:47:42.041874,ACC63411,ACC12440,482.1,retail,0,normal,TX_001007
42f78670,2024-01-09 01:57:28.671392,ACC67865,ACC54711,1991.34,p2p,0,normal,TX_006811
ffafad03,2024-01-09 01:58:26.130929,ACC34530,ACC41082,479.68,retail,0,normal,TX_000547
8f21cd87,2024-01-09 02:01:40.473012,ACC21937,ACC81668,455.79,retail,0,normal,TX_007193
98ff661c,2024-01-09 02:04:56.458314,ACC16964,ACC51152,1375.5,p2p,0,normal,TX_007486
4626c7e4,2024-01-09 02:11:29.153420,ACC70294,ACC94699,86.22,p2p,0,normal,TX_003931
67962da4,2024-01-09 02:13:36.200878,ACC23006,ACC15798,40804.59,business,0,normal,TX_006947
18835b9a,2024-01-09 02:16:38.731546,ACC71031,ACC68800,13138.76,tuition,0,normal,TX_005111
d7288dff,2024-01-09 02:26:57.075644,ACC50428,ACC26708,471.2,retail,0,normal,TX_004594
4d2fc6aa,2024-01-09 02:28:20.612621,ACC54331,ACC28025,6782.6,payroll,0,normal,TX_006071
8e43d2ea,2024-01-09 02:38:27.566930,ACC84767,ACC89639,5338.71,payroll,0,normal,TX_004883
9014ff01,2024-01-09 02:42:06.099389,ACC80822,ACC67284,472.83,retail,0,normal,TX_002917
cbb2a5a9,2024-01-09 02:43:25.589852,ACC77644,ACC73392,5772.39,payroll,0,normal,TX_006564
719923ae,2024-01-09 02:45:57.789609,ACC81426,ACC26969,72.96,bills,0,normal,TX_001454
da92446e,2024-01-09 02:49:24.595584,ACC44510,ACC98661,17901.48,mortgage,0,normal,TX_002870
3d8eb023,2024-01-09 02:55:40.138118,ACC57173,ACC68526,16884.41,mortgage,0,normal,TX_005044
92b38b01,2024-01-09 02:59:04.256788,ACC97841,ACC70331,1463.1,p2p,0,normal,TX_004975
b1de7cff,2024-01-09 03:02:27.092419,ACC12148,ACC29647,11361.86,tuition,0,normal,TX_001890
b209c17f,2024-01-09 03:02:40.176890,ACC95512,ACC36658,152.34,retail,0,normal,TX_005228
2daf5e4d,2024-01-09 03:06:28.885433,ACC43482,ACC22514,159.66,retail,0,normal,TX_005497
e3ebf53e,2024-01-09 03:09:07.964899,ACC20132,ACC16060,2159.5,p2p,0,normal,TX_007932
82ac1be9,2024-01-09 03:09:27.045323,ACC66346,ACC51744,568.8,bills,0,normal,TX_000692
64077dcf,2024-01-09 03:12:56.015419,ACC72793,ACC80592,17554.31,tuition,0,normal,TX_000168
2001336c,2024-01-09 03:18:20.627161,ACC52179,ACC51934,174.22,p2p,0,normal,TX_000313
7532aec8,2024-01-09 03:19:21.521983,ACC79822,ACC90997,237.83,retail,0,normal,TX_000628
c56d4269,2024-01-09 03:33:56.929934,ACC98241,ACC66133,6708.73,payroll,0,normal,TX_002662
a2afc555,2024-01-09 03:37:04.989595,ACC72582,ACC24546,23885.94,mortgage,0,normal,TX_005920
8eeb23eb,2024-01-09 03:38:26.798128,ACC59828,ACC61116,442.09,retail,0,normal,TX_002011
f3ff5931,2024-01-09 03:42:16.989408,ACC78423,ACC22954,6974.88,payroll,0,normal,TX_002137
ee6018bd,2024-01-09 03:42:57.160316,ACC39794,ACC30552,9562.92,tuition,0,normal,TX_001286
6adb97b6,2024-01-09 03:57:58.562769,ACC20656,ACC40359,199.54,bills,0,normal,TX_003427
09926368,2024-01-09 04:03:07.601266,ACC11017,ACC35658,287.94,bills,0,normal,TX_004241
edaa0203,2024-01-09 04:04:51.272766,ACC49921,ACC53128,989.1,p2p,0,normal,TX_005479
6cb0e878,2024-01-09 04:15:39.316354,ACC11847,ACC89429,224.94,bills,0,normal,TX_004296
540699ad,2024-01-09 04:15:50.342548,ACC76574,ACC67847,5293.44,payroll,0,normal,TX_001384
974a857d,2024-01-09 04:24:35.048541,ACC47363,ACC21359,1812.51,p2p,0,normal,TX_000102
d6d9efeb,2024-01-09 04:34:10.056582,ACC54909,ACC69338,1331.31,p2p,0,normal,TX_001015
c025e865,2024-01-09 04:39:45.372318,ACC78522,ACC36963,7054.53,payroll,0,normal,TX_003686
2a3cae06,2024-01-09 04:42:57.443047,ACC16265,ACC53506,489.64,bills,0,normal,TX_000117
3dd7fc9a,2024-01-09 04:50:08.311487,ACC93106,ACC16858,133.77,bills,0,normal,TX_004072
6eeb14b6,2024-01-09 04:53:08.990675,ACC75847,ACC26182,7543.01,payroll,0,normal,TX_001166
78431829,2024-01-09 05:12:46.072197,ACC49515,ACC14182,15724.28,tuition,0,normal,TX_003486
4a2edb9c,2024-01-09 05:13:17.677234,ACC64336,ACC59592,233.61,retail,0,normal,TX_004472
a1d30591,2024-01-09 05:23:53.206544,ACC21395,ACC43331,121.21,p2p,0,normal,TX_003682
6f45936a,2024-01-09 05:25:19.180496,ACC12797,ACC15207,407.89,bills,0,normal,TX_004908
746a803d,2024-01-09 05:42:35.859485,ACC32563,ACC66485,15171.21,mortgage,0,normal,TX_003285
83aaf8c4,2024-01-09 05:42:50.431045,ACC71697,ACC40842,8988.86,retail,0,normal,TX_007997
f66d91be,2024-01-09 05:52:39.021298,ACC21780,ACC13478,8952.63,retail,0,normal,TX_008103
cf1c3de2,2024-01-09 05:53:01.455563,ACC76587,ACC22567,426.9,retail,0,normal,TX_006562
c1950475,2024-01-09 05:58:22.872450,ACC42325,ACC12486,20145.12,mortgage,0,normal,TX_000999
63bbb79e,2024-01-09 06:00:33.801150,ACC16060,ACC30764,2159.5,p2p,0,normal,TX_007933
dd1fcfea,2024-01-09 06:03:17.592723,ACC92360,ACC41275,897.84,p2p,0,normal,TX_004676
30da6a14,2024-01-09 06:07:17.660258,ACC87304,ACC84805,9755.48,retail,0,normal,TX_008054
40fb352c,2024-01-09 06:28:04.094445,ACC42441,ACC30332,565.58,bills,0,normal,TX_000196
8bb604b5,2024-01-09 06:33:16.793217,ACC41268,ACC98600,21436.12,mortgage,0,normal,TX_007143
4f8c8345,2024-01-09 06:34:02.357121,ACC41779,ACC43879,297.99,bills,0,normal,TX_002688
b4ca33f3,2024-01-09 06:39:37.475493,ACC86513,ACC90423,6577.14,payroll,0,normal,TX_003450
5a052610,2024-01-09 06:39:43.791347,ACC75077,ACC60307,524.21,bills,0,normal,TX_006019
84b95bc0,2024-01-09 06:41:33.171193,ACC29127,ACC31579,156.88,retail,0,normal,TX_000240
c359f3de,2024-01-09 06:44:10.266034,ACC16487,ACC57819,566.1,bills,0,normal,TX_002971
81d4b887,2024-01-09 06:51:03.217796,ACC76710,ACC32280,469.22,retail,0,normal,TX_006913
1555893f,2024-01-09 07:29:55.250708,ACC41615,ACC42951,141.87,bills,0,normal,TX_002150
9b1649a7,2024-01-09 07:58:01.634469,ACC42196,ACC62177,358.07,retail,0,normal,TX_006614
207f1c9b,2024-01-09 08:05:27.115204,ACC82410,ACC57054,144.22,bills,0,normal,TX_004916
d24f38df,2024-01-09 08:08:21.233078,ACC62017,ACC94206,80.63,retail,0,normal,TX_003419
71a2fd67,2024-01-09 08:10:58.929802,ACC65459,ACC14785,5070.88,payroll,0,normal,TX_004150
d55b2064,2024-01-09 08:12:21.058769,ACC39816,ACC48341,31717.15,business,0,normal,TX_005902
3152d064,2024-01-09 08:16:43.533602,ACC69929,ACC15299,462.28,retail,0,normal,TX_005011
7b2f3b27,2024-01-09 08:31:06.547505,ACC39878,ACC65386,368.82,retail,0,normal,TX_004464
e537c88b,2024-01-09 08:31:46.889332,ACC48424,ACC31579,23571.37,tuition,0,normal,TX_002021
e13ba9d9,2024-01-09 08:32:09.375977,ACC53908,ACC63941,302.9,retail,0,normal,TX_001993
72f113f5,2024-01-09 08:37:59.042857,ACC41739,ACC44595,1368.9,p2p,0,normal,TX_006948
f81d9c44,2024-01-09 08:37:59.841612,ACC35556,ACC24611,84.07,bills,0,normal,TX_002632
0c0f4927,2024-01-09 08:38:01.699993,ACC81200,ACC85914,5580.39,payroll,0,normal,TX_003573
56870b78,2024-01-09 08:46:29.933582,ACC22196,ACC32577,189.92,bills,0,normal,TX_002475
21c999b1,2024-01-09 08:49:19.119398,ACC44096,ACC85598,338.9,bills,0,normal,TX_005852
730b7c6a,2024-01-09 08:57:38.942433,ACC25643,ACC66165,16890.78,business,0,normal,TX_000462
b72e6aa0,2024-01-09 09:01:48.788415,ACC66480,ACC20132,2159.5,p2p,0,normal,TX_007935
05f7ae17,2024-01-09 09:04:36.946801,ACC18612,ACC71934,141.37,bills,0,normal,TX_006243
42cef05f,2024-01-09 09:11:44.337083,ACC13848,ACC22833,320.17,bills,0,normal,TX_006349
10371167,2024-01-09 09:18:35.651961,ACC14015,ACC32009,347.97,bills,0,normal,TX_002290
36738d40,2024-01-09 09:35:22.502814,ACC87678,ACC38369,194.62,bills,0,normal,TX_001562
5c874999,2024-01-09 09:50:58.525055,ACC66179,ACC50756,27290.48,mortgage,0,normal,TX_000379
e046f39d,2024-01-09 10:02:23.796924,ACC65217,ACC44676,452.32,p2p,0,normal,TX_003146
38015a89,2024-01-09 10:03:06.680565,ACC17937,ACC28152,5196.03,payroll,0,normal,TX_006890
e494c1e6,2024-01-09 10:04:43.708138,ACC79683,ACC66383,7524.36,p2p,0,normal,TX_007886
fb181b68,2024-01-09 10:04:51.669544,ACC43586,ACC30058,43238.16,business,0,normal,TX_002109
766983a9,2024-01-09 10:15:02.365149,ACC92397,ACC20288,107.02,retail,0,normal,TX_004129
